customer_id,first_name,last_name,city,region,email,phone,gender,age,signup_date,membership_tier,loyalty_points,highest_freq_purchased_items
C000032,Carla,Ferguson,London,UK,mcdowelldeanna@example.com,540.960.8509,F,68,2023-08-27,Standard,4493,P000954
C000033,Veronica,Burton,Austin,US,porterdouglas@example.com,+1-805-640-8205,F,72,2022-08-31,Standard,425,P000228
C000034,Monique,May,London,UK,williamjohnson@example.net,863-274-9573x201,F,35,2022-04-01,Standard,1788,P000158
C000035,Kenneth,Green,San Francisco,US,joseph37@example.net,486-215-1291x786,F,22,2023-05-09,Standard,1281,P000096
C000036,Teresa,Mcpherson,Melbourne,AU,anthonygamble@example.com,+1-996-937-6681x27957,M,34,2023-12-24,Standard,4941,P000962
C000037,Tyler,Dawson,Hyderabad,IN,droberts@example.org,599-819-8970,F,67,2022-04-13,Standard,4565,P000905
C000038,Matthew,Roman,Brisbane,AU,whitneyramirez@example.org,548.566.9560,F,39,2022-03-24,Standard,1628,P000544
C000039,Patricia,Sheppard,Paris,EU,brucesummers@example.net,369.958.4841x419,M,56,2022-11-13,Gold,4797,P000039
C000040,Stuart,Rivera,Austin,US,kwang@example.org,(452)349-1460,M,58,2022-02-25,Silver,1277,P000128
C000041,Whitney,Clark,Sydney,AU,lawsoncathy@example.org,(851)717-6097x6202,M,51,2022-05-07,Silver,717,P001179
C000042,Jesse,Peterson,Chennai,IN,robin94@example.net,(992)621-4450x02665,F,47,2023-04-19,Platinum,1194,P000008
C000043,Charles,Scott,Brisbane,AU,abigailsmith@example.net,+1-718-489-5682,M,51,2022-05-19,Standard,4151,P000836
C000044,Michael,Burns,Manchester,UK,shannon47@example.net,001-635-507-6067,M,79,2022-09-05,Standard,1173,P000534
C000045,Monica,Pratt,Sydney,AU,emilyprince@example.net,(748)412-2532,M,36,2023-05-26,Gold,4619,P000231
C000046,Robert,Hodges,Bengaluru,IN,michelle13@example.org,001-580-479-0860x6767,F,78,2022-06-12,Silver,451,P000506
C000047,Brittany,Stephens,Hyderabad,IN,valdezeric@example.com,749-397-5080x1158,M,42,2022-01-10,Gold,4865,P000110
C000048,Chad,Richardson,Manchester,UK,bevans@example.org,337-969-8863,M,32,2023-08-05,Standard,1827,P000242
C000049,Connie,Maldonado,Manchester,UK,kanderson@example.org,+1-764-570-1037x166,M,64,2022-05-21,Gold,156,P000068
C000050,Robert,Graham,Bengaluru,IN,rodney54@example.net,510-886-3714,M,53,2022-04-30,Silver,4387,P000545
C000051,Michael,Gonzalez,London,UK,turnerfrank@example.com,(445)248-3392x493,M,30,2022-11-26,Standard,202,P000480
C000052,Jeffrey,Cook,London,UK,adam81@example.org,980.694.9213x30362,F,77,2023-02-17,Gold,716,P000800
C000053,Dakota,Harris,Melbourne,AU,clementspaige@example.org,447.490.9869,M,55,2023-09-06,Silver,1207,P000188
C000054,Chris,Holmes,Chicago,US,amandadavis@example.com,+1-595-627-5263,F,26,2023-03-18,Standard,4831,P000340
C000055,Adam,Hernandez,Austin,US,kwallace@example.com,251-925-6689,F,45,2023-03-20,Silver,1560,P000025
C000056,Jessica,Watson,Manchester,UK,sosasheila@example.net,703-392-0278,F,71,2022-07-14,Standard,1406,P000556
C000057,Douglas,Schneider,Delhi,IN,ghurley@example.org,229.782.9818x7368,F,63,2023-04-28,Standard,4550,P000060
C000058,Rebecca,Graves,San Francisco,US,georgeolson@example.com,001-261-909-2900x56165,F,26,2023-03-09,Standard,1148,P000153
C000059,Melanie,Mcdonald,Melbourne,AU,tjohnson@example.com,+1-788-357-9520,F,39,2022-07-25,Gold,4229,P000007
C000060,Jaime,Spears,Paris,EU,ericadavis@example.com,323.277.3743x153,M,80,2023-12-29,Standard,1410,P000117
C000061,Makayla,Wright,Bengaluru,IN,laurawatson@example.org,+1-707-646-8973,F,37,2023-01-06,Silver,3574,P000778
C000062,Courtney,Gonzalez,Los Angeles,US,jordankimberly@example.net,241-778-6182x4488,F,26,2023-09-22,Silver,1391,P001188
C000063,Kristen,Adams,Birmingham,UK,hannah60@example.org,5786440920,M,24,2022-08-24,Standard,4268,P000183
C000064,Brian,Reilly,Bengaluru,IN,galvanjulia@example.org,444-576-1108,F,57,2023-01-11,Standard,4343,P000243
C000065,Cameron,Nelson,Berlin,EU,john79@example.net,001-924-363-3280,M,60,2023-02-27,Silver,3334,P001176
C000066,Danielle,Bradshaw,San Francisco,US,ddowns@example.com,+1-428-488-7234x47874,F,48,2023-10-31,Standard,480,P000506
C000067,Mark,Walker,Bengaluru,IN,jamesking@example.com,+1-420-225-6566x948,F,28,2022-05-22,Standard,2884,P001048
C000068,Roger,Turner,Chicago,US,katrinaruiz@example.net,609-229-5600x233,M,30,2022-02-05,Standard,1160,P000010
C000069,Elizabeth,Jones,London,UK,thomasmorales@example.org,001-988-220-4182x55404,M,26,2022-09-10,Standard,4327,P000097
C000070,Thomas,Richardson,Mumbai,IN,meghanflores@example.net,(630)605-0894x233,M,53,2023-01-13,Standard,650,P000180
C000071,Sandra,Morgan,Manchester,UK,lsparks@example.com,715.527.8354x5502,M,68,2023-05-31,Standard,836,P000801
C000072,Emily,Gonzalez,Brisbane,AU,walterhall@example.org,+1-797-879-7653x5316,M,34,2023-02-18,Gold,1652,P000625
C000073,Sean,Bailey,Manchester,UK,brandon59@example.com,3885620720,F,51,2022-09-06,Standard,20,P000123
C000074,Anthony,Scott,London,UK,glenn30@example.com,001-677-559-8938x78689,F,39,2022-12-24,Standard,2019,P000007
C000075,James,Gonzalez,Chicago,US,igross@example.com,826.322.6119x3494,F,73,2023-04-25,Silver,4659,P000527
C000076,Raymond,Jones,Chicago,US,huntmichelle@example.com,001-641-942-8148,M,36,2023-09-05,Standard,1400,P000007
C000077,Ryan,Roberts,Chicago,US,kwright@example.net,+1-722-947-9272x08729,M,60,2023-11-17,Standard,353,P000115
C000078,Sonya,Murray,Birmingham,UK,meaganhawkins@example.com,631-938-9361x995,F,38,2023-09-14,Standard,4712,P001099
C000079,Susan,Erickson,Chicago,US,washingtonheather@example.org,(762)804-1352,F,50,2023-05-20,Standard,4686,P001163
C000080,Ryan,Coleman,Sydney,AU,ellisedward@example.org,001-928-284-1932,F,62,2022-01-01,Standard,3797,P000010
C000081,Brandon,Lopez,Berlin,EU,derrickmata@example.org,001-667-858-5124,M,63,2022-08-29,Standard,3724,P000332
C000082,Eric,Hahn,London,UK,chadcollins@example.org,6742826618,F,52,2022-09-20,Gold,3967,P000913
C000083,James,Barry,New York,US,briangonzales@example.com,209.429.8018,M,62,2022-02-16,Silver,1574,P000610
C000084,John,Fisher,Brisbane,AU,garciamichael@example.com,001-851-835-4668,F,59,2022-03-02,Gold,967,P000694
C000085,Andrea,Pearson,Madrid,EU,grant21@example.com,001-342-240-2086x569,F,66,2023-12-28,Standard,4604,P000189
C000086,Evelyn,Herrera,New York,US,tommykline@example.net,622.263.6938x892,M,40,2022-09-20,Standard,4233,P000030
C000087,Tyler,Olson,Chennai,IN,leewilliam@example.org,522-933-8025,M,71,2022-06-28,Standard,466,P000660
C000088,Lindsey,Baker,Chicago,US,brent31@example.net,682.718.5534x8331,F,26,2022-10-24,Silver,4681,P000779
C000089,Kristin,Hartman,Berlin,EU,tiffanyflores@example.org,+1-803-435-1893,M,75,2022-07-20,Standard,4676,P000966
C000090,Jonathan,Travis,London,UK,bennettbrandy@example.org,(700)844-8503x181,M,72,2023-06-15,Standard,188,P000653
C000091,Jeremiah,Watson,Birmingham,UK,fdaniels@example.org,001-949-201-7320x8625,F,67,2022-01-16,Standard,4415,P000070
C000092,Daniel,Fowler,Mumbai,IN,megancain@example.com,001-704-354-4083x242,F,34,2022-07-21,Standard,1617,P001179
C000093,Vicki,Crawford,Chennai,IN,wilsonbryan@example.org,001-282-947-2583x8634,F,34,2022-03-26,Standard,4477,P000059
C000094,Austin,Cantu,San Francisco,US,courtney65@example.org,511-613-9441x37502,F,54,2023-07-09,Gold,1072,P000643
C000095,Christine,Arnold,London,UK,gail14@example.net,8625607235,F,18,2023-11-01,Silver,2829,P000610
C000096,Benjamin,Fisher,Chicago,US,vthompson@example.com,(849)536-6012,M,53,2023-07-23,Silver,238,P000328
C000097,Zachary,Anderson,Birmingham,UK,qbowen@example.com,539.666.1669,F,75,2022-07-20,Standard,1343,P000169
C000098,Daniel,Aguilar,Amsterdam,EU,qwilliams@example.com,(537)219-6020x82113,M,34,2022-01-21,Standard,4881,P000030
C000099,James,Collins,London,UK,angela24@example.org,+1-969-432-5701,F,48,2022-02-19,Standard,424,P001029
C000100,Kathy,Barry,Austin,US,walterrodriguez@example.net,367-680-9817x17795,M,38,2022-07-19,Silver,3814,P001172
C000101,Jacob,Browning,Hyderabad,IN,millerdanielle@example.com,994-878-9203,F,29,2023-02-18,Standard,4093,P000256
C000102,Jennifer,Smith,Melbourne,AU,perrysarah@example.com,616.713.4476x1071,M,71,2023-07-01,Silver,3330,P000084
C000103,Jeffrey,Barber,Chennai,IN,livingstonmichael@example.org,(601)675-9251,F,51,2023-04-29,Standard,1690,P000307
C000104,Lucas,Moss,San Francisco,US,tammy24@example.net,(540)720-2196,F,50,2023-09-03,Silver,986,P000594
C000105,David,Frost,San Francisco,US,joyphillips@example.com,7506757035,M,75,2022-01-24,Standard,2528,P000008
C000106,Carolyn,Boyd,London,UK,griffincarol@example.com,+1-342-757-1754x459,M,46,2023-08-07,Silver,1850,P000180
C000107,Sarah,Gray,Chennai,IN,inielsen@example.net,271.621.1629x7642,F,18,2022-04-25,Standard,4523,P000750
C000108,Abigail,Hodges,Sydney,AU,freemanashley@example.com,001-387-358-8371,F,29,2022-06-26,Standard,4023,P001133
C000109,Chad,Wilson,Birmingham,UK,yfarmer@example.com,+1-928-906-8425,F,61,2022-11-11,Standard,1320,P000265
C000110,Claire,Allen,Brisbane,AU,andrew44@example.org,(869)809-2441x23710,F,40,2023-07-27,Standard,3937,P000277
C000111,Jeremy,Rios,Amsterdam,EU,michaelparker@example.org,4298078983,F,18,2023-03-12,Gold,2513,P000833
C000112,Jack,Kirby,Bengaluru,IN,robert83@example.org,489-481-2010x532,M,41,2022-01-11,Standard,3537,P000186
C000113,Gregory,Foley,Los Angeles,US,christopher54@example.org,223.477.0632,F,76,2022-06-24,Silver,2517,P000868
C000114,Monica,Fields,Chennai,IN,ronnie50@example.org,252.529.1072x8736,F,79,2023-04-22,Standard,3378,P000923
C000115,Joseph,Hall,Manchester,UK,jenniferduncan@example.net,001-274-978-3623x73648,F,20,2022-05-09,Standard,3076,P001143
C000116,Jennifer,Chapman,Berlin,EU,cathydavis@example.com,303.967.3118,F,60,2022-04-21,Standard,1635,P000707
C000117,Tammy,Pittman,Chicago,US,lanelisa@example.net,685.942.8172x4484,M,42,2022-05-07,Silver,1338,P000233
C000118,David,Williams,Manchester,UK,nbryant@example.com,279.632.9733x27729,M,62,2023-10-29,Standard,1175,P000056
C000119,James,White,Amsterdam,EU,kramermichael@example.com,257-971-9197x7055,F,39,2023-08-20,Gold,3043,P000095
C000120,Thomas,Allen,Amsterdam,EU,mariabrown@example.com,(955)399-7623,F,70,2022-02-09,Standard,2822,P000596
C000121,Robin,Hall,San Francisco,US,reyeswayne@example.com,001-770-612-8735,M,40,2022-12-25,Standard,4391,P000608
C000122,Amanda,Sanders,Austin,US,anna34@example.net,2844567846,F,39,2022-01-24,Silver,2358,P000614
C000123,Alan,Pearson,Paris,EU,george86@example.com,359.614.1091,F,41,2023-02-15,Silver,1512,P000807
C000124,Adam,Jones,Paris,EU,barbaraschultz@example.com,807-406-0320x0959,F,39,2022-01-06,Standard,1726,P000664
C000125,Joseph,Todd,London,UK,rgarza@example.com,001-491-870-9638x5345,M,21,2022-01-04,Silver,3158,P000499
C000126,Don,Edwards,New York,US,qgray@example.net,(500)729-5024,M,52,2023-04-03,Silver,4024,P000105
C000127,Audrey,Lara,Birmingham,UK,whitemichael@example.com,001-955-974-0564x4438,M,19,2022-03-26,Standard,779,P000610
C000128,Robert,Rojas,Delhi,IN,lindsay60@example.org,+1-875-986-4678,F,40,2022-08-16,Standard,1036,P000164
C000129,Mark,Caldwell,London,UK,moconnor@example.com,(690)813-3400,M,47,2022-05-06,Standard,1878,P000458
C000130,Danielle,Odom,Austin,US,sandy44@example.net,440-999-6840x255,M,63,2022-11-30,Standard,195,P000864
C000131,Jason,Price,Bengaluru,IN,michaelshaw@example.org,857.694.2751,M,72,2022-06-24,Silver,2777,P000106
C000132,Pamela,Ware,Austin,US,markbutler@example.net,3232076565,M,79,2023-11-10,Standard,1765,P000024
C000133,Paul,Powell,Madrid,EU,williamsonchristina@example.org,9512481392,M,27,2022-10-30,Gold,855,P001178
C000134,Joseph,Hartman,Chennai,IN,pamela31@example.org,001-369-703-3347,F,53,2022-12-03,Silver,803,P000353
C000135,Kaitlyn,King,London,UK,reneenelson@example.org,(741)335-7338x60591,M,33,2023-03-24,Standard,350,P000194
C000136,Jennifer,Murphy,Los Angeles,US,williamtaylor@example.org,+1-338-590-9920x79009,F,62,2022-12-25,Standard,1320,P001163
C000137,Elizabeth,Haley,London,UK,williamsnancy@example.com,(414)251-6351x1809,M,22,2022-05-28,Standard,604,P000385
C000138,Nicholas,Taylor,Chicago,US,alexanderrobertson@example.net,+1-464-454-3900x20353,F,24,2022-06-13,Silver,2385,P001060
C000139,Julie,Farley,Los Angeles,US,hharrison@example.com,653-883-2542x56532,M,28,2023-03-08,Standard,751,P001197
C000140,Jaime,Delacruz,Los Angeles,US,owilliams@example.net,001-256-307-4799x406,F,22,2023-04-02,Silver,4135,P000062
C000141,Brianna,Berry,Madrid,EU,ryancarpenter@example.net,327.653.6667x102,M,77,2022-07-12,Standard,2001,P000231
C000142,William,Mejia,Manchester,UK,singhgeorge@example.com,(800)581-4383x7453,F,54,2022-07-01,Gold,2488,P000463
C000143,Elizabeth,Richardson,Amsterdam,EU,jamesjackson@example.com,506.402.6924,M,60,2023-02-06,Silver,481,P000233
C000144,Maxwell,Bailey,Chicago,US,sarah32@example.net,399-801-1684x15141,M,77,2023-08-31,Gold,2756,P001093
C000145,Jennifer,Miller,San Francisco,US,shelby54@example.org,988-984-1995x4983,M,35,2022-05-05,Platinum,4929,P000830
C000146,Joe,Cobb,Austin,US,qthomas@example.net,(421)637-0135x48703,M,66,2023-02-06,Standard,582,P000320
C000147,Holly,Hall,Paris,EU,leonardleonard@example.net,488.749.5284x274,F,24,2022-08-21,Silver,4268,P000096
C000148,Sarah,Gonzales,Bengaluru,IN,thernandez@example.org,6458290704,F,63,2022-01-18,Silver,4159,P000140
C000149,Courtney,Cooper,London,UK,robert92@example.com,001-323-279-7076x23761,F,77,2022-09-06,Gold,584,P000857
C000150,Thomas,Washington,New York,US,vbrown@example.org,+1-571-640-0660x341,M,38,2023-03-14,Standard,1938,P000912
C000151,Sandra,Graham,London,UK,sarahrowe@example.org,(467)349-4868,M,62,2022-01-15,Silver,1924,P000046
C000152,Michelle,West,New York,US,zmills@example.net,(596)418-1665x17793,M,45,2023-01-28,Standard,3749,P001179
C000153,Garrett,Cunningham,Amsterdam,EU,nancytaylor@example.net,538.835.6454x1585,F,72,2022-11-03,Standard,245,P000253
C000154,John,Callahan,Amsterdam,EU,cody62@example.org,210-477-7317x68989,M,25,2023-05-19,Standard,3248,P001003
C000155,Kristi,Fischer,Hyderabad,IN,zroberts@example.org,(388)719-9762x362,F,24,2023-01-20,Standard,4930,P000105
C000156,Robert,Gonzales,Hyderabad,IN,shaunwright@example.org,442-654-8989x721,F,52,2022-03-08,Standard,9,P000178
C000157,Becky,Graham,Paris,EU,jodyklein@example.com,404.488.8233x52163,F,55,2023-09-14,Silver,2308,P000283
C000158,Kimberly,Allen,Bengaluru,IN,michael46@example.net,001-995-931-8622x217,M,45,2023-06-08,Standard,486,P000761
C000159,Anna,Moore,Chennai,IN,ibrown@example.com,(579)597-7691,M,71,2022-12-24,Standard,938,P000409
C000160,Lauren,Conner,Austin,US,thomasnatalie@example.com,+1-243-443-4966,F,35,2023-09-27,Standard,802,P000388
C000161,Cory,Cox,Austin,US,carrollsydney@example.net,001-495-968-8453x113,F,18,2022-11-04,Standard,1532,P000889
C000162,Eric,Smith,Austin,US,joneselizabeth@example.net,304.742.1545x846,M,63,2023-05-10,Silver,2362,P000664
C000163,Ralph,Reyes,Austin,US,browncaleb@example.com,848.914.5119,M,54,2022-09-08,Gold,1296,P000269
C000164,Cathy,Melton,Manchester,UK,ebrooks@example.com,410-246-9882x3667,M,60,2022-01-26,Gold,4026,P000031
C000165,Amber,Stokes,Manchester,UK,michellelopez@example.net,(291)637-2040,M,51,2022-02-05,Standard,4735,P000952
C000166,Laura,Blackburn,Melbourne,AU,thomasnatalie@example.org,8055525990,M,48,2023-04-04,Standard,771,P000065
C000167,Austin,Taylor,Chicago,US,matthewheath@example.net,001-790-956-0705x30244,F,77,2023-09-24,Standard,476,P000267
C000168,Cody,Matthews,Los Angeles,US,kevin20@example.net,567.930.4355x8714,M,26,2022-03-06,Standard,1092,P000694
C000169,Anne,Mason,Chennai,IN,jimmy24@example.org,457-625-1204x27022,M,22,2022-05-20,Standard,2740,P000008
C000170,Eric,Moyer,Austin,US,dlewis@example.org,727-379-8142x1658,F,36,2023-10-14,Standard,397,P000120
C000171,Robert,Deleon,San Francisco,US,ejennings@example.org,866.239.2449x0694,F,78,2022-05-30,Standard,2735,P000649
C000172,Lauren,Harding,Berlin,EU,walkerlinda@example.org,001-606-661-0667,F,76,2023-08-30,Standard,3407,P000135
C000173,Sergio,Mccarty,Paris,EU,bgonzalez@example.net,+1-301-834-2552,F,44,2023-06-10,Standard,1233,P000222
C000174,Samantha,Clark,New York,US,jesse67@example.com,+1-968-656-7125,F,28,2022-12-01,Standard,650,P000007
C000175,Ann,Chung,Brisbane,AU,donnaconner@example.net,001-917-424-1188x3310,M,78,2022-03-26,Standard,3820,P000865
C000176,Michael,Sellers,Hyderabad,IN,juliejohnson@example.net,(557)431-2033x39648,M,74,2023-12-02,Gold,4485,P000300
C000177,Jimmy,Hernandez,New York,US,marissa44@example.org,(466)348-8920,M,40,2023-01-09,Standard,3853,P000374
C000178,Gregory,Griffith,Amsterdam,EU,christinewilliams@example.org,966.909.1684,M,57,2022-02-27,Gold,2800,P000129
C000179,Shelly,Anderson,Delhi,IN,joshua65@example.org,662-974-1402,F,31,2023-07-14,Standard,1712,P000746
C000180,Sarah,Holmes,Berlin,EU,evan90@example.org,884-718-6128x98806,M,66,2022-05-21,Silver,1784,P000310
C000181,Todd,Barker,Chicago,US,christensenandrea@example.com,001-715-240-3077,M,68,2022-09-30,Standard,1569,P000487
C000182,Sean,Robinson,Mumbai,IN,nancy78@example.net,+1-851-994-3982x97417,M,22,2023-02-12,Standard,2650,P000696
C000183,Steven,Cardenas,Amsterdam,EU,sanchezanthony@example.org,888-362-0599x47106,F,66,2023-10-02,Standard,998,P001153
C000184,Danielle,Brown,Chennai,IN,roger46@example.org,(487)296-1137x976,F,29,2023-10-01,Silver,2684,P000364
C000185,Anthony,Rhodes,Mumbai,IN,nfranklin@example.com,001-994-618-1126,F,32,2023-04-13,Gold,4359,P000314
C000186,Jeffrey,White,Amsterdam,EU,kdavis@example.com,(249)240-3038x153,M,77,2023-05-12,Standard,4695,P001194
C000187,Darlene,Burns,Bengaluru,IN,fostersara@example.net,+1-477-752-1858x61313,M,26,2022-01-01,Standard,2501,P000014
C000188,Melissa,Flores,Hyderabad,IN,angelamadden@example.com,749.481.7401x49360,M,25,2023-04-25,Gold,3334,P001135
C000189,Shelly,Pace,Hyderabad,IN,marissa97@example.net,001-571-744-0811x8533,F,31,2023-01-03,Platinum,255,P000460
C000190,Dennis,Wilkerson,San Francisco,US,jthomas@example.org,(974)488-8028x40087,F,51,2023-01-22,Silver,1803,P000328
C000191,Patrick,Sullivan,Melbourne,AU,angelahayes@example.com,864-887-7804x200,M,64,2022-07-03,Standard,1117,P000171
C000192,Shannon,Smith,Melbourne,AU,christina44@example.com,(601)469-6099,F,32,2022-05-30,Silver,3877,P000923
C000193,Patrick,Porter,Madrid,EU,shieldsshaun@example.com,(407)770-9089x1547,F,29,2022-01-26,Silver,4655,P000361
C000194,Charles,Moore,Hyderabad,IN,bporter@example.com,365.759.5324x5985,M,20,2023-05-20,Standard,1472,P000340
C000195,Daniel,Saunders,San Francisco,US,david01@example.net,+1-717-538-6805x076,F,65,2023-08-09,Standard,2254,P000793
C000196,Jason,Thomas,Chicago,US,miranda26@example.com,(313)685-6989,M,72,2022-01-24,Gold,3827,P000001
C000197,Kari,Gardner,Manchester,UK,rhondadillon@example.net,(334)393-1522x6297,M,64,2023-04-02,Gold,2065,P000551
C000198,Jordan,Lucero,Sydney,AU,joel51@example.org,(982)788-9285,M,36,2023-04-28,Standard,2377,P000836
C000199,James,Nelson,Birmingham,UK,anthonymartin@example.net,9438372214,M,25,2022-03-28,Standard,3112,P000540
C000200,Renee,Williams,Austin,US,olsondaniel@example.net,975-471-2144x7463,F,47,2023-07-12,Silver,1285,P000142
C000201,Michael,Davis,Hyderabad,IN,hornjohn@example.net,880.768.1854,M,44,2023-08-09,Standard,1178,P000063
C000202,Rodney,Smith,Mumbai,IN,moorewilliam@example.org,001-951-526-2675x68789,F,53,2023-08-09,Standard,1889,P000397
C000203,Carol,Hurley,Austin,US,kimmelinda@example.net,734-405-9200,M,30,2023-04-01,Silver,4181,P001168
C000204,Melissa,Watson,Los Angeles,US,brandon87@example.org,5792236646,F,31,2023-08-09,Standard,4542,P000095
C000205,Matthew,Rios,Mumbai,IN,vrush@example.org,(540)753-6372x27568,M,33,2022-06-03,Silver,1492,P000117
C000206,Joanne,Bowers,Chicago,US,chloesalazar@example.net,+1-579-909-4105,M,24,2022-10-19,Standard,2033,P000314
C000207,Rebecca,Harmon,New York,US,francisco12@example.com,862-311-7165x32968,F,35,2023-09-02,Standard,2724,P000528
C000208,Thomas,Johnson,Madrid,EU,paulmartin@example.net,590-384-0260x013,F,26,2023-10-20,Gold,1171,P000481
C000209,Sean,Arias,Austin,US,thomas35@example.org,+1-887-314-0881x35227,M,39,2022-01-22,Gold,322,P001165
C000210,Jeff,Mason,Austin,US,taylorlori@example.org,+1-570-464-6632x259,M,32,2023-09-10,Standard,2658,P000118
C000211,David,Carney,Manchester,UK,kingshawn@example.net,509-483-6978x40076,M,55,2022-10-10,Standard,1522,P000606
C000212,Charles,Meza,Delhi,IN,hhernandez@example.net,(824)254-9021x1290,F,31,2023-03-09,Standard,631,P000297
C000213,Roger,Gonzalez,San Francisco,US,katherine08@example.net,001-629-748-9620,M,22,2022-09-26,Standard,3656,P000102
C000214,Robert,Mitchell,Brisbane,AU,nstephens@example.net,875-579-8329,M,66,2022-08-19,Standard,4921,P000192
C000215,David,Lucas,Manchester,UK,littlejason@example.net,(859)259-7245x10120,M,70,2022-12-09,Silver,1985,P000192
C000216,Leah,Lam,Hyderabad,IN,tina30@example.com,001-670-631-2133x5823,F,79,2023-11-28,Standard,2705,P000961
C000217,Jessica,Collins,London,UK,saraevans@example.net,001-367-300-5950x406,M,76,2023-02-08,Standard,138,P000113
C000218,Seth,Garcia,London,UK,josephfrancis@example.net,958.484.8290,M,75,2023-09-21,Gold,3869,P000265
C000219,Alex,Duke,Birmingham,UK,michaelhoover@example.com,437.815.6919,F,29,2023-10-15,Standard,4316,P000771
C000220,Dakota,Lewis,Melbourne,AU,marie57@example.net,001-565-736-1284x72637,F,51,2022-08-29,Standard,1623,P000444
C000221,Angela,Johnston,Sydney,AU,amanda28@example.com,686-201-0913,F,52,2022-05-01,Standard,4772,P001130
C000222,Yvonne,Dennis,Birmingham,UK,davidwilliams@example.net,+1-444-725-8742x0513,F,48,2022-02-27,Silver,1398,P001127
C000223,Stephen,Haynes,London,UK,thomasmiller@example.net,(220)710-2741x435,M,78,2022-06-23,Silver,255,P000059
