customer_id,name,email,phone,address,city,state,postal_code,country,signup_date,loyalty_score,customer_segment,preferred_categories
c100019,Angela Davis,danafoster@hotmail.com,623445655743,91212 Owens Lodge,New Michaelborough,New Hampshire,40911,Kyrgyz Republic,2022-03-05,66.19,silver,beauty|grocery
c100020,Bryan Moore,margaret90@gmail.com,213568044206,71210 Maria Forges,East Madison,Mississippi,90453,Norfolk Island,2022-08-21,81.4,bronze,home
c100021,Angela Willis,johnsoncaleb@hotmail.com,215107029667,625 Rebekah Harbor Suite 720,Lake Kenneth,Nebraska,72680,Lesotho,2021-02-03,9.0,silver,beauty|home
c100022,Douglas Taylor,dawnrobles@gmail.com,657875985642,304 Lindsey Mountains Suite 932,East Dianeview,Ohio,97108,Azerbaijan,2024-08-07,15.23,silver,clothing|home
c100023,Theresa Johnston,lkelly@gmail.com,955905992937,70103 Andrew Neck Apt. 593,West Jennifer,Massachusetts,08307,Angola,2022-07-11,30.15,silver,grocery|home
c100024,Michael Thomas,mathismichelle@gmail.com,691545226752,92644 Gregory Alley Suite 902,Samanthabury,South Dakota,74628,Bosnia and Herzegovina,2022-05-16,96.19,gold,clothing
c100025,Brenda Mcgee,michaelflores@hotmail.com,570433154100,626 Macias Keys Suite 179,East Shannon,Arizona,39155,Angola,2023-10-19,26.59,platinum,beauty
c100026,Trevor Jones,pamelamartin@gmail.com,599706296201,68844 Young Causeway,Armstrongfort,Georgia,07645,Guyana,2022-01-17,44.94,bronze,grocery|electronics
c100027,Brandon Colon,bgonzalez@gmail.com,417146774186,5270 Gonzales Greens Apt. 490,Port Heather,Connecticut,11734,Paraguay,2024-08-10,45.58,bronze,home|grocery
c100028,Joshua Arellano,angelarandall@hotmail.com,879374160898,72233 Brad Common,Harrisberg,Rhode Island,34302,Ghana,2023-03-10,85.66,silver,clothing
c100029,Suzanne Jones,jhawkins@yahoo.com,870998616229,91485 Baker Shoal,Armstrongfort,Arizona,23071,Falkland Islands (Malvinas),2023-11-17,43.21,silver,clothing
c100030,Luke Becker,vwilliams@hotmail.com,074505444713,754 Jacobs Corners Apt. 736,Malonestad,Arkansas,68038,Somalia,2021-05-19,8.44,bronze,electronics|beauty
c100031,Eric Hunter,kimberlywarren@hotmail.com,233030705345,103 Burns Mission Apt. 798,Maxview,West Virginia,90790,Bermuda,2022-12-23,32.99,bronze,electronics|grocery
c100032,James Martin,mercedesholland@hotmail.com,468007229034,466 Stevens Forge Suite 489,Silvatown,North Carolina,87317,Tajikistan,2024-03-04,92.51,silver,clothing
c100033,Kristina Wheeler,kenneth17@gmail.com,454443283096,074 Meadows Lodge,Doyleshire,Virginia,75479,Suriname,2022-05-22,59.09,bronze,grocery
c100034,Nicholas Walker,qknox@yahoo.com,282417248251,46554 Ford Crest Suite 099,South Pamelahaven,Delaware,89721,Hong Kong,2022-09-03,78.27,bronze,home
c100035,Jennifer Pitts,derrickgonzalez@yahoo.com,252175250074,271 Christina Roads,Powellfort,Missouri,01112,Argentina,2022-12-12,49.07,gold,clothing
c100036,Monica Dodson,katherine83@gmail.com,335421689421,7898 Hamilton Spur Apt. 575,East Stacy,Montana,03007,Denmark,2023-03-03,26.7,bronze,clothing
c100037,William Clark,lawrencegary@yahoo.com,648909010016,84723 Kevin Shore Apt. 849,South Maria,Connecticut,67555,Saint Helena,2023-01-31,43.89,bronze,grocery
c100038,Diane Glover,mgonzalez@yahoo.com,564208737530,97218 Jennifer Courts,Dawnmouth,Maine,35120,Kyrgyz Republic,2021-01-15,14.02,silver,home|electronics
c100039,Robert Sawyer,michael56@hotmail.com,100225579415,66746 Marsh Run,North David,Washington,08187,Western Sahara,2023-09-09,28.12,silver,clothing|grocery
c100040,Ashley Pruitt,rpham@yahoo.com,965902771670,508 Tiffany Skyway Suite 889,South Dorothybury,New Mexico,45819,Panama,2022-04-14,91.6,bronze,home
c100041,Janice Combs,smithsarah@hotmail.com,721753540838,17797 Melissa Mission Suite 170,South Robertside,Oklahoma,00523,Sweden,2021-02-24,55.49,bronze,grocery
c100042,Larry Montgomery,pamela83@hotmail.com,550375899757,305 Gallegos Union,Amystad,Vermont,14436,Aruba,2022-11-03,31.71,platinum,clothing|home
c100043,Katherine Underwood,nrodriguez@gmail.com,163735160917,0808 Roberson Orchard,Lake Beth,Washington,17328,Bosnia and Herzegovina,2023-01-22,25.6,gold,electronics
c100044,Kyle Andrade,mbarnes@hotmail.com,465472269848,39452 William Square,Jenniferstad,Oklahoma,63464,Myanmar,2023-02-18,43.51,platinum,electronics
c100045,Mary Butler,natalie60@hotmail.com,062003424420,057 Christina Spring,Lake Deborah,Missouri,31643,Malawi,2024-07-25,74.86,gold,grocery
c100046,Rebecca Roberts,housepaul@hotmail.com,800439735989,7212 Jill Crest,Williamsview,Oklahoma,35135,Bulgaria,2021-06-19,31.59,silver,beauty|home
c100047,Ryan Smith,jmckinney@gmail.com,590947985158,182 Daniels Lodge,West Jeffreyborough,Texas,44001,Greenland,2022-06-30,9.45,silver,home
c100048,Daniel Goodwin,wbarajas@hotmail.com,157399305616,85887 Williams Run Apt. 581,East Teresaside,Ohio,01461,Niue,2021-01-08,24.1,bronze,electronics|grocery
c100049,Michael Ayala,nhouston@hotmail.com,120750110248,6676 Stewart Loaf,New Adamland,Wisconsin,98274,Myanmar,2021-08-12,17.93,silver,electronics|beauty
c100050,Ryan Howard,robertsgina@hotmail.com,476607283268,5088 David Avenue,Medinaland,Maryland,28033,San Marino,2022-02-14,77.74,platinum,clothing
c100051,Molly Lewis,eugenewalker@yahoo.com,129087814141,5231 Harvey Fields Suite 775,Heatherberg,Oregon,74800,Haiti,2023-01-02,14.39,bronze,home
c100052,Tina Jackson,john36@yahoo.com,257775478129,83411 Melissa Roads Apt. 996,North Andrea,Ohio,71237,Latvia,2022-02-12,67.77,bronze,home
c100053,Brittany Long,dennis88@gmail.com,580392827229,750 Kathleen Fort,West Miketon,Texas,27603,Maldives,2023-01-10,69.43,silver,electronics
c100054,Heather Harrison,ckeith@hotmail.com,184498926659,3865 Tucker Orchard Apt. 827,East Chris,Tennessee,37307,Croatia,2024-06-15,71.54,silver,electronics|beauty
c100055,Christopher Guzman,guerrerorobert@yahoo.com,777392603029,80920 Jonathan Falls,Greeneshire,South Dakota,02941,Turkey,2021-06-30,92.76,bronze,electronics|home
c100056,Mary Campbell,robinsoncatherine@yahoo.com,236929298425,66210 Alexandra Parkways,Serranoville,Idaho,62874,United Arab Emirates,2023-01-13,95.56,bronze,grocery|beauty
c100057,Amanda Bowers,davisdonna@hotmail.com,686508637659,2473 Justin Wells,Scotttown,Virginia,97972,Somalia,2021-02-06,55.52,silver,beauty|electronics
c100058,Joseph Meyer,spena@yahoo.com,512694486959,68872 Hansen Orchard Suite 495,Fitzgeraldville,West Virginia,30617,Kiribati,2023-12-30,96.62,silver,electronics
c100059,Tiffany Garcia,zhartman@hotmail.com,260127961143,066 Dawson Ranch,Port Lorifort,New Hampshire,01904,Cook Islands,2024-09-24,80.44,bronze,grocery|beauty
c100060,Tara Holmes,arthurgreene@hotmail.com,920530214656,011 Barber Points,Michaelview,Iowa,79978,Congo,2023-08-27,82.94,silver,clothing
c100061,Jared Smith,richardrodriguez@gmail.com,518489476973,790 Wilson Cliff Suite 335,Moseshaven,Ohio,01775,Reunion,2021-12-06,53.08,silver,beauty|grocery
c100062,Danielle Davis,charles27@yahoo.com,394237333433,521 Samantha Springs,Austinside,Arizona,63715,Holy See (Vatican City State),2022-02-28,37.42,bronze,electronics
c100063,Katherine Galloway,travis84@yahoo.com,920867808562,875 Alexander Fords,Carpentermouth,Mississippi,80819,Tokelau,2023-08-10,86.75,bronze,home|electronics
c100064,Joshua Young,vmullen@yahoo.com,763655647292,43866 Dustin Streets,South Linda,Idaho,55750,Luxembourg,2024-12-23,81.66,bronze,electronics|beauty
c100065,Steven Mccoy,kristen44@hotmail.com,612034717545,0615 Barbara Run Apt. 455,Hamptonmouth,Colorado,50448,Nicaragua,2023-05-18,14.62,gold,home
c100066,Mark Thomas,daniellemcfarland@yahoo.com,112535544964,987 Jackson Walk Apt. 234,East Garrettville,Connecticut,08862,Vietnam,2024-09-10,92.1,bronze,electronics
c100067,Kimberly Johnson,fwarren@gmail.com,921643347228,55778 Dunn Dale,New Carla,South Dakota,98662,North Macedonia,2022-02-20,15.36,bronze,beauty|electronics
c100068,Jessica Bowman,regina78@gmail.com,745642400825,077 Smith Meadows Suite 930,Jacobside,Nevada,52241,Egypt,2021-10-12,5.34,silver,clothing
c100069,Omar Price,fwalker@yahoo.com,894484631224,749 Lopez Brook Apt. 080,North Julian,Florida,94243,Kazakhstan,2023-09-21,39.36,bronze,clothing|beauty
c100070,Crystal Hernandez,arobinson@yahoo.com,570512046187,6013 Wise Mills,Lake Virginia,Illinois,60903,Saint Pierre and Miquelon,2024-03-03,4.35,bronze,home|beauty
c100071,Kelly Hendrix,tprice@yahoo.com,088147435031,0249 Randy Gardens Apt. 097,West Kelli,Kansas,21170,Luxembourg,2021-12-31,57.12,bronze,electronics
c100072,Luke Galvan,browndeanna@hotmail.com,273585730652,7848 Lopez Ferry,Mariomouth,Louisiana,78971,United States Virgin Islands,2021-01-11,52.38,bronze,electronics
c100073,Caitlyn Schmidt,qphillips@hotmail.com,708620959351,87829 Morris Row Suite 118,North Maryberg,Idaho,04600,Cook Islands,2024-05-01,5.2,gold,electronics|grocery
c100074,Corey Johnson,hbarrett@hotmail.com,053910371705,0948 Jessica Village Suite 138,North Jessicaside,Missouri,25333,Congo,2024-03-15,97.96,gold,clothing|beauty
c100075,Danielle Garrett,angelagrant@hotmail.com,957612286852,5855 Duran Meadows Suite 939,South Katie,West Virginia,33804,Guyana,2023-07-28,77.9,bronze,clothing|home
c100076,Jillian Sanders,birdcaitlin@hotmail.com,404335048889,07522 Richardson Prairie,East Jonathan,Maryland,12547,Montserrat,2024-11-12,46.28,bronze,beauty|clothing
c100077,Thomas Navarro,laura27@hotmail.com,940961055661,604 Luis Port,West Wayne,Iowa,20580,Australia,2022-01-25,13.98,bronze,clothing
c100078,Yolanda Maddox,walkerkeith@yahoo.com,251790864168,78376 Ann Street,East Charles,Wyoming,56870,Gibraltar,2023-06-02,36.75,bronze,beauty
c100079,Laura Rodriguez,whenderson@gmail.com,590425979270,521 Jodi Gardens,Port Marissa,Maine,02301,Guam,2022-04-24,37.95,silver,home
c100080,Ashley Cole,riverajody@gmail.com,884879206980,43940 Pena Branch,South Donnastad,Connecticut,03001,French Guiana,2024-03-03,91.63,bronze,home|beauty
c100081,Marie Hall,tromero@gmail.com,798123878003,7620 Sutton Knoll Suite 384,Lake Jonathanfurt,Alaska,73238,Yemen,2023-02-21,84.86,silver,grocery
c100082,Christian Prince,christopherreyes@hotmail.com,639264957823,48262 Lonnie Point,East Lonnieberg,Washington,04365,Serbia,2023-03-19,63.29,bronze,beauty|electronics
c100083,William Ali,scott42@gmail.com,220994999393,1728 Joseph Landing,Port Paul,New Mexico,18525,Central African Republic,2021-10-23,69.48,gold,electronics|grocery
c100084,Andrew Duran,schaeferstephanie@gmail.com,312797573660,569 Abigail Mission Suite 038,Terrellton,Oklahoma,51278,Maldives,2023-07-18,72.57,bronze,clothing
c100085,Tonya Lee,tsanders@yahoo.com,264908277181,6570 Shawn Station,South Christopher,Massachusetts,91165,Pakistan,2024-09-28,13.74,platinum,grocery
c100086,Rebecca Higgins,davisjasmin@hotmail.com,186892686025,22064 Cross Mission,Courtneyville,Florida,27089,Afghanistan,2022-08-17,78.26,silver,grocery|beauty
c100087,Dawn Ellis,astephens@hotmail.com,339776719903,830 Eddie Shoal Suite 020,Markland,Arkansas,14773,Israel,2022-01-05,59.01,bronze,electronics|clothing
c100088,Candace Mitchell DDS,tammycurry@yahoo.com,145561681472,8683 Cheryl Coves Apt. 794,Lynchmouth,Kentucky,69365,Morocco,2021-07-08,57.24,bronze,clothing|grocery
c100089,Heather Anderson DDS,lvasquez@hotmail.com,430107139660,303 King Cliff Suite 488,Katieville,Utah,44185,Guam,2024-01-21,79.92,bronze,clothing
c100090,Keith Choi,jamesbass@hotmail.com,702727857608,803 Marsh Underpass Suite 124,West Tonyaside,Hawaii,75340,New Caledonia,2021-07-23,11.97,bronze,electronics|clothing
c100091,Kurt Hancock,janet50@yahoo.com,173574384215,78078 James Orchard,Kimberlyberg,Wyoming,13379,Swaziland,2023-08-19,41.86,silver,beauty
c100092,Ms. Wendy Harris,stevensjennifer@hotmail.com,040915701840,353 Justin Place Suite 714,East Joshua,Alabama,82151,Monaco,2023-12-03,89.84,silver,beauty
c100093,Christine Bell,joseph49@gmail.com,149587020701,66299 Jensen Inlet,Lisaside,Colorado,99557,Serbia,2022-01-30,36.42,bronze,electronics
c100094,Carlos Hess,tdavis@hotmail.com,733294562557,71577 Justin Keys,New Dakota,Virginia,14523,Greece,2024-11-04,93.61,bronze,beauty
c100095,Andrea Turner,amorales@gmail.com,827615396695,19719 Nguyen Court,Thompsonfurt,California,78916,Botswana,2022-07-14,72.97,silver,beauty|home
c100096,Linda Wilkins,troy01@gmail.com,902278469973,9465 Brandi Ridge Suite 240,Rachelton,Alabama,92691,Monaco,2023-06-14,37.64,platinum,electronics
c100097,Heather Callahan,youngjacqueline@yahoo.com,666683272386,42201 Douglas Oval Suite 212,Daltonchester,South Carolina,24067,Korea,2023-11-14,95.12,bronze,grocery
c100098,Kristen Cole,jeremiah69@gmail.com,384689500975,128 Marshall Common Apt. 371,Chloemouth,Ohio,01914,Latvia,2024-07-05,12.19,silver,electronics|beauty
c100099,Taylor Berry,robert44@gmail.com,949407929049,1281 King Ridges Suite 440,New Gregshire,West Virginia,20310,Palestinian Territory,2021-01-18,45.43,gold,home
c100100,Robert Green,toddlloyd@gmail.com,129276637239,410 Steven Mountains,Thomasside,Iowa,50282,Pitcairn Islands,2024-11-14,44.23,bronze,clothing
c100101,Karen Thomas,zsmith@yahoo.com,580185694544,967 Jessica Radial Apt. 852,Amytown,California,02068,Isle of Man,2024-09-02,78.13,bronze,grocery
c100102,Brian Griffin,jessicaking@gmail.com,910939111926,24471 Livingston Harbor,Schwartzmouth,Kentucky,21730,Slovakia (Slovak Republic),2021-03-06,28.39,gold,electronics|grocery
c100103,Richard Reyes,wendy44@gmail.com,173962712863,4101 Ashley Glen,Smithfort,Georgia,86073,Northern Mariana Islands,2024-12-29,66.57,silver,electronics|beauty
c100104,Andrew Myers,isabelconway@hotmail.com,877661830671,4601 Nichols Junctions Apt. 743,New Benjamin,Missouri,87104,Comoros,2024-06-14,24.08,bronze,grocery
c100105,James Rodriguez,tom73@gmail.com,309376184787,0506 Jason Shoal,Bentleyside,Georgia,97632,Mozambique,2024-02-09,19.82,gold,beauty
c100106,Benjamin Moss,evaldez@hotmail.com,320204179291,9931 Ronald Valleys,Nguyenshire,Ohio,18501,Gibraltar,2024-08-20,0.54,bronze,grocery
c100107,Rebecca Duran,matthewmartinez@gmail.com,258273902196,1002 Jasmine Ramp,Robertfort,Vermont,17133,Costa Rica,2023-06-04,80.15,bronze,grocery
c100108,Devin Cole,sharonbishop@gmail.com,791456083318,837 Joshua Fields Apt. 277,East Elizabeth,Arizona,07582,Oman,2021-12-24,80.1,gold,electronics
c100109,Daniel King,vwilliams@gmail.com,207811379956,15313 Kane Lane Apt. 179,Brownchester,Georgia,28834,Vanuatu,2024-02-02,69.81,gold,electronics
c100110,Cassandra Brooks,ocortez@yahoo.com,352090421776,49292 Christopher Walks Suite 397,Ramirezchester,West Virginia,32830,Egypt,2022-10-29,12.49,silver,clothing
c100111,Kevin Snow,robinvillanueva@yahoo.com,078068671773,632 Phillips Rue,North Timothyport,Hawaii,92684,Kuwait,2023-12-24,63.0,gold,electronics
c100112,Nicole Johnson,iford@hotmail.com,257016580464,195 Zachary Spring,Pamelaville,Missouri,48419,Lao People's Democratic Republic,2024-04-02,19.3,bronze,electronics|beauty
c100113,Holly Thompson,castrokim@gmail.com,381793355486,55778 Theodore Place,Shannonstad,Utah,91363,Sudan,2024-12-02,61.15,bronze,beauty
c100114,Sonya Lopez,zmiller@gmail.com,112412723804,5670 Lopez Brooks,Port Stacey,Tennessee,44525,Isle of Man,2021-01-07,88.41,silver,clothing
c100115,Mary Buchanan,swatkins@hotmail.com,749242437540,7292 White Extensions Apt. 231,West Autumnmouth,Kentucky,48954,Colombia,2021-09-10,9.17,bronze,grocery
c100116,Michael Wade,earl78@gmail.com,106727520885,9297 Norris Street Suite 028,West Angelbury,New Hampshire,47345,Bermuda,2023-05-15,78.41,silver,grocery
c100117,Lee Lee,kimberlywang@gmail.com,187186375998,2656 Smith Key Suite 478,East Jessicamouth,West Virginia,54975,Spain,2023-04-16,14.51,gold,home|clothing
c100118,Christopher Luna,achandler@gmail.com,234785196106,87923 Marisa Highway Suite 049,Troymouth,Iowa,04018,Somalia,2023-02-24,64.92,gold,grocery|electronics
c100119,Dennis Blanchard,qmartinez@yahoo.com,273014719597,7158 Megan Estates Apt. 257,West Frank,Louisiana,47839,Italy,2023-01-13,40.4,bronze,electronics
c100120,Tina Williams,alyssa18@gmail.com,192855445189,28457 Peterson Estates,East Ericbury,Illinois,73725,Nicaragua,2024-11-22,27.81,bronze,beauty
c100121,Tiffany Mathis,butlersabrina@gmail.com,075452798524,22342 David Common,Vazquezville,California,02965,Singapore,2022-09-17,61.1,silver,electronics|home
c100122,Mr. Craig Johnson,harrisonrebekah@gmail.com,401193932501,552 William Cliff Apt. 908,Lake James,Maine,23015,United Arab Emirates,2024-05-11,58.83,bronze,grocery
c100123,April Swanson,samanthayork@yahoo.com,927125663836,71827 Bush Point Apt. 157,South Justinport,Utah,58691,Czech Republic,2021-02-22,41.84,bronze,home
c100124,Donna Wyatt,melissajacobson@yahoo.com,207167811266,215 Matthew Ranch,Martinezchester,Washington,65920,Fiji,2021-05-20,56.58,silver,clothing|beauty
c100125,Pamela Wheeler,qkelly@hotmail.com,784271147732,017 Teresa Light,Ericville,Wisconsin,10530,Panama,2023-08-11,31.62,silver,clothing
c100126,Patricia Sparks,kellyjimenez@hotmail.com,858800616756,02842 Jordan Inlet Suite 719,Kellerside,Oregon,62081,Lebanon,2021-10-15,62.6,bronze,grocery
c100127,Brooke Brown,troy69@hotmail.com,450090255905,5565 Donna Gateway,Lake Larry,Colorado,90677,Bahrain,2023-01-19,73.67,gold,grocery
c100128,Ashley Jackson,benjamin69@hotmail.com,407905696591,357 Jackson Hills,Taraborough,New York,83789,Tanzania,2024-05-26,52.03,silver,electronics|home
c100129,Angela Jefferson,karlwilliams@hotmail.com,391919541987,1484 Alvarado Island,South Richard,South Carolina,68051,Korea,2024-05-07,49.41,bronze,electronics
c100130,Kimberly Ibarra,barbaralewis@hotmail.com,489690835723,6513 Adams Heights Apt. 493,Allenberg,Illinois,04132,Ecuador,2024-06-22,5.56,bronze,home|clothing
c100131,Emily Washington,chenderson@gmail.com,420448207001,65162 Daniel Street Apt. 898,Tylerland,Kansas,79120,British Virgin Islands,2021-09-10,31.39,silver,electronics|clothing
c100132,Emily Collier,vshaffer@gmail.com,321234764907,158 Wells Gateway Suite 257,Loritown,Tennessee,79906,Antigua and Barbuda,2023-10-29,37.23,bronze,electronics|beauty
c100133,Mary Everett,johnnycruz@hotmail.com,183760644134,5604 Madeline Overpass,Mclaughlinmouth,Virginia,55861,Turkey,2021-06-24,36.49,platinum,grocery
c100134,Ashlee Martin,william56@hotmail.com,700272063459,38296 Hayes Well,West Glenn,Pennsylvania,43437,South Georgia and the South Sandwich Islands,2022-10-19,31.1,silver,electronics|beauty
c100135,Bradley Richardson,kwalter@gmail.com,089317342069,15291 Jennifer Mews Suite 713,East Sophia,Louisiana,38244,San Marino,2022-07-21,64.09,bronze,electronics|beauty
c100136,Carlos Gates DDS,jessica36@gmail.com,204439735971,56366 Jones Point Apt. 053,Odonnellton,Alabama,33748,Madagascar,2022-11-13,16.59,gold,grocery
c100137,Elizabeth Foster,david80@hotmail.com,428757215862,0274 Howe Haven,Chloeview,North Dakota,41527,Jordan,2024-12-15,55.6,gold,grocery|beauty
c100138,Emily Vang,angelalivingston@hotmail.com,032032074276,75877 Rodriguez Stravenue Apt. 151,Port Justin,Hawaii,98796,Malawi,2023-01-05,39.26,bronze,grocery
c100139,Kristine Alvarado,brandybonilla@hotmail.com,613715041659,01777 Wheeler Avenue Suite 097,Staceyshire,Florida,28205,Tokelau,2024-01-08,43.38,bronze,home|electronics
c100140,Mason Morris,manningamy@hotmail.com,164236103266,47649 Michael Court,Williamfort,New Hampshire,51368,Lebanon,2021-12-23,4.46,bronze,home|electronics
c100141,Kyle Davis,nshepherd@gmail.com,610857327881,1742 Gabrielle Hills Apt. 864,New Charleston,North Carolina,14608,Malawi,2022-12-17,58.64,bronze,electronics
c100142,Brandon Guerrero,michael91@hotmail.com,172260164597,2321 Savage Coves Suite 800,Wilsonburgh,Tennessee,63038,Kuwait,2022-01-28,84.36,silver,clothing
c100143,Sheila Church,nturner@yahoo.com,412203103037,8314 Hernandez Manors,North Gabrielberg,West Virginia,92591,Kenya,2023-08-06,67.02,silver,beauty|electronics
c100144,Kaitlyn Heath,jameshudson@yahoo.com,501667998407,997 Jennifer Pines Apt. 695,West Patriciachester,New Mexico,15828,Lithuania,2023-12-22,33.85,gold,home|clothing
c100145,Maria West,ssmith@hotmail.com,757383959724,572 Justin Summit Apt. 722,East Catherine,Connecticut,55024,Western Sahara,2024-01-28,85.2,silver,grocery
c100146,Elizabeth Clark MD,howardjose@hotmail.com,280156193183,5084 Melissa Well Apt. 077,North Kimberlyville,Oklahoma,06002,Madagascar,2022-03-22,85.03,bronze,clothing|grocery
c100147,Mark Pitts,eric47@hotmail.com,125521376037,214 Espinoza Mall Suite 328,Cobbberg,Nevada,54687,Uruguay,2023-02-15,10.5,bronze,beauty|grocery
c100148,Jimmy Phelps,sherry72@gmail.com,155626060290,6845 Smith Harbors Apt. 673,Terryfurt,Wyoming,26360,Turkmenistan,2022-07-26,33.89,bronze,home
c100149,Andrew Cook,abigailfernandez@gmail.com,884852008943,105 Sims Knoll Apt. 017,Ashleytown,New Jersey,44931,Dominica,2021-02-06,92.75,bronze,home
c100150,Virginia Cunningham,michaelmitchell@hotmail.com,683158935712,10627 Sean Land Suite 988,Wigginsshire,New York,83923,Jamaica,2021-07-27,0.73,bronze,electronics|beauty
c100151,Melissa Gould PhD,jcolon@hotmail.com,772881377028,611 Armstrong Canyon,North Nathan,Mississippi,40249,French Polynesia,2023-07-15,98.18,silver,home|grocery
c100152,Dr. Charles Lawrence,zunigakevin@yahoo.com,270185106794,6792 William Mount Suite 725,Port Colleenchester,Missouri,31017,United Arab Emirates,2023-08-09,72.07,platinum,beauty|clothing
c100153,Joshua Rubio,pfitzgerald@gmail.com,094818139890,8018 Suzanne Harbor,East Maria,Pennsylvania,58727,Belize,2024-06-19,11.41,silver,home|beauty
c100154,Lisa Morales,henrysarah@yahoo.com,260856411182,41246 Brian Islands,North Jennifer,Maryland,51611,Bolivia,2024-11-04,96.98,platinum,electronics|home
c100155,Jason Nguyen,hdavid@gmail.com,399378861405,70630 Spencer Radial Apt. 382,Ashleymouth,Colorado,83836,Macao,2023-12-08,75.0,bronze,electronics
c100156,Walter Brooks,kimberlymedina@yahoo.com,007942007494,398 Williams Streets Apt. 416,Port Donaldside,Louisiana,57119,Cote d'Ivoire,2022-03-11,77.73,bronze,grocery
c100157,Tina Flores,cynthia74@gmail.com,537950209700,768 Kristin Run Apt. 807,West Teresafurt,Rhode Island,47420,Iceland,2024-12-09,46.5,platinum,clothing
c100158,Randy Terry,martinezmitchell@gmail.com,030453194337,7930 Tracey Route,Rodriguezview,Oregon,66079,Lithuania,2021-04-19,8.48,silver,grocery|clothing
c100159,Cory Rodgers,cameronanderson@gmail.com,493843089487,056 Hill Springs Suite 758,Lake Jeffreyview,Nebraska,70285,Kiribati,2024-09-12,82.26,bronze,home
c100160,James Cook,mooneyjeremiah@hotmail.com,133254110760,3173 Wall View Suite 831,Duranmouth,Pennsylvania,16862,Belize,2024-10-23,10.93,silver,beauty
c100161,Sydney Bennett,pattonbryan@yahoo.com,496110804661,99076 Pope River Apt. 507,Brianaville,Connecticut,02111,Nepal,2023-11-08,77.37,gold,clothing|home
c100162,Leslie Randall,danascott@yahoo.com,972320024968,822 Parker Junctions Suite 508,North John,Oklahoma,07658,Jamaica,2022-07-12,23.45,silver,home
