customer_id,customer_name,email,city,state,country,signup_date,loyalty_score
CUST0104,Jasmine Byrd,dawnjordan@example.org,North Michaelport,Connecticut,India,2023-12-06,10
CUST0105,Brandon Hampton,tylerian@example.net,South James,Washington,India,2025-05-23,76
CUST0106,Robert Williams,carol65@example.com,New Christinechester,Washington,India,2025-08-16,98
CUST0107,Grace Nicholson,cruzlawrence@example.com,Kaiserfort,California,India,2025-09-21,7
CUST0108,Thomas Campos,ryansmall@example.com,Malonetown,Mississippi,India,2025-07-17,65
CUST0109,Anthony Fernandez,laura19@example.net,West Eileenport,Alaska,India,2025-10-21,50
CUST0110,Tyler Roberts,nthomas@example.net,Donnabury,Missouri,India,2024-08-29,88
CUST0111,Cameron Ford,glewis@example.org,Pedroville,Virginia,India,2025-04-01,64
CUST0112,Nicholas Peterson,karenglass@example.com,North Lucasshire,Nebraska,India,2025-03-30,73
CUST0113,Karen Smith,wendy01@example.org,New Patrickville,New Mexico,India,2024-12-04,22
CUST0114,James Peterson,justin67@example.org,East Kellytown,Arkansas,India,2024-09-03,38
CUST0115,Sarah Stevens,maureenhernandez@example.net,Camposhaven,Utah,India,2024-07-21,53
CUST0116,Laura Bean,joshua11@example.net,Cunninghamport,Hawaii,India,2025-11-13,74
CUST0117,Amanda Beck,jobrien@example.org,West Monica,Alaska,India,2025-04-06,86
CUST0118,Brent Villanueva,meganbryant@example.org,East Jenniferport,Illinois,India,2025-09-07,29
CUST0119,Gregory Barker,tkramer@example.com,Lake Robertview,Kansas,India,2025-08-18,36
CUST0120,Jenny Ortiz,lbrown@example.net,West Thomasmouth,New York,India,2023-11-23,59
CUST0121,Anthony Martin,woodwilliam@example.org,Christinastad,Virginia,India,2024-05-16,79
CUST0122,Carrie Hill,timothylee@example.net,Riveraborough,Illinois,India,2025-07-22,57
CUST0123,Mark Hurst,qrodriguez@example.org,North Jose,Kentucky,India,2025-07-06,99
CUST0124,Jacob Butler,huntrhonda@example.com,Howardfort,Minnesota,India,2024-03-15,58
CUST0125,Julia Smith,sshaw@example.com,Deannachester,Texas,India,2025-02-27,82
CUST0126,Kenneth Holder,srobinson@example.com,Sharonview,Wyoming,India,2024-05-28,26
CUST0127,Alan Campbell,karendixon@example.org,West Stephanie,Nebraska,India,2025-07-18,83
CUST0128,Jonathon Diaz,zconrad@example.com,Javiermouth,Minnesota,India,2025-07-26,64
CUST0129,Charles Warner,uhernandez@example.com,Solisberg,South Carolina,India,2023-11-23,62
CUST0130,Hannah Shepherd,jennifermeyer@example.com,Wisehaven,Virginia,India,2023-12-14,97
CUST0131,Frances Carter,xclark@example.com,North Alan,Oregon,India,2024-07-07,88
CUST0132,Nicole Juarez,robertmiller@example.net,Lake Erica,Maryland,India,2025-10-15,6
CUST0133,Hayley Meyer,dwest@example.org,Lake James,Kansas,India,2024-08-05,28
CUST0134,Mary Cooke,toni35@example.net,Port Kristi,South Dakota,India,2025-09-14,71
CUST0135,Melissa Vargas,danny64@example.net,Laneland,Vermont,India,2024-02-29,4
CUST0136,Tammy Donovan,scontreras@example.net,North Hannahtown,Connecticut,India,2025-03-10,74
CUST0137,Steve Glover,kmendoza@example.net,Taylormouth,Pennsylvania,India,2025-05-31,70
CUST0138,Javier Anderson,allison54@example.org,North Sierrabury,Idaho,India,2024-08-03,40
CUST0139,Michael Stanley,mollyvalencia@example.com,Lake Jake,California,India,2024-01-15,31
CUST0140,Jamie Brown,kristopherrussell@example.org,Andrewfort,Arkansas,India,2025-10-20,82
CUST0141,Christopher Sparks,jacobsonolivia@example.org,Brightside,Texas,India,2025-03-26,96
CUST0142,Gary Gomez,fostercarrie@example.org,Port Lauramouth,Arkansas,India,2024-06-19,59
CUST0143,Ashley Stevens,mckinneyfrank@example.org,Andrewbury,Florida,India,2023-12-18,4
CUST0144,Vanessa Meyer,sanchezpaige@example.net,Anthonyburgh,Minnesota,India,2024-03-18,24
CUST0145,Daniel Peters DDS,morgan00@example.com,Elizabethbury,Louisiana,India,2024-02-24,35
CUST0146,Nicole Leblanc,ocruz@example.org,Jonesside,Pennsylvania,India,2023-11-22,7
CUST0147,Kerry Peterson,olsonjames@example.org,Tammychester,Illinois,India,2025-05-28,59
CUST0148,Kevin Leon,jeffrey60@example.com,East Jessica,Arkansas,India,2025-08-05,29
CUST0149,Brandon Snyder,mburns@example.net,Brianbury,Missouri,India,2024-08-18,30
CUST0150,Jessica Roberson,hfitzgerald@example.net,West Suzanne,Iowa,India,2025-04-22,92
CUST0151,Michael Gonzales,nsantiago@example.com,Port Rebecca,North Dakota,India,2023-12-18,20
CUST0152,Juan Ortiz,anthony42@example.org,New Adriana,Indiana,India,2024-04-09,11
CUST0153,Olivia Roth,twright@example.org,Valdezberg,Maryland,India,2024-06-14,63
CUST0154,Jaime Adams,gateskenneth@example.org,Lake Patrickview,Pennsylvania,India,2025-07-27,10
CUST0155,Mrs. Jessica Wilcox,beanvictoria@example.com,Bentleyport,Ohio,India,2025-05-20,93
CUST0156,Jeremy Burke,michael53@example.net,New Randy,Idaho,India,2024-04-27,79
CUST0157,David Lewis,ppeterson@example.org,Cunninghamhaven,New Mexico,India,2024-02-22,25
CUST0158,Bradley Brown,theresaallen@example.org,Port Jenniferport,Colorado,India,2025-07-23,33
CUST0159,Rachel Lang,lisa27@example.net,Lake Shirley,Tennessee,India,2024-12-30,90
CUST0160,Jeffery Carter,gamblestephen@example.net,Port Andrew,Texas,India,2024-02-10,86
CUST0161,Amy Gilmore,ustevens@example.net,Rachaelstad,Washington,India,2024-08-14,85
CUST0162,Anna Strong,imontoya@example.com,Kirkhaven,South Dakota,India,2025-03-16,80
CUST0163,Katherine Washington,santossteven@example.com,Wadeton,Mississippi,India,2025-11-10,39
CUST0164,James Calhoun,wileyjames@example.net,Lake Jessicachester,Tennessee,India,2024-11-22,53
CUST0165,Christina Ellis,karen32@example.com,Lake Johnburgh,Nevada,India,2024-09-06,75
CUST0166,Vicki Garcia,rodriguezjohn@example.org,Clarkbury,Virginia,India,2024-11-30,76
CUST0167,William Graves,wsuarez@example.net,Ashleechester,Kentucky,India,2025-04-20,23
CUST0168,Victoria Ford,ylloyd@example.org,East Lee,Georgia,India,2025-02-21,8
CUST0169,Ronald Johnson,rholt@example.com,Port Becky,Nevada,India,2025-04-22,28
CUST0170,Sarah Evans,myersbryan@example.com,New Rebecca,Texas,India,2025-05-05,88
CUST0171,Michael Owens,ericbaxter@example.org,East Lisastad,South Carolina,India,2024-01-31,56
CUST0172,Tony Hudson,floresjoseph@example.org,Lake Samantha,South Carolina,India,2024-09-27,88
CUST0173,Angel Diaz,kennedymelissa@example.net,Robertsonstad,Maryland,India,2025-09-08,13
CUST0174,Nancy Brock,mallen@example.com,East William,Georgia,India,2025-06-24,93
CUST0175,Jeffery Rogers,jeannecuevas@example.net,North Melissaland,Rhode Island,India,2024-02-12,60
CUST0176,Natasha Lopez,julie72@example.org,Bishopfort,Missouri,India,2024-01-13,8
CUST0177,James Miller,robin74@example.net,North Shannon,Arkansas,India,2024-08-14,49
CUST0178,Ashley Robles,robertbradshaw@example.com,Michaelmouth,New Hampshire,India,2025-08-07,12
CUST0179,Suzanne Castillo,arroyodiana@example.com,Bakertown,New Hampshire,India,2025-08-31,25
CUST0180,April Adams,josephluna@example.net,Port Cynthia,Tennessee,India,2024-07-28,51
CUST0181,Garrett Aguirre,plynch@example.org,Jasonhaven,West Virginia,India,2023-12-26,42
CUST0182,Cameron Gillespie,hholt@example.com,New William,Kansas,India,2024-05-07,18
CUST0183,Robert Hood,hillbrad@example.net,Kevinfurt,New York,India,2025-02-26,20
CUST0184,Pamela Olsen,littlefrank@example.net,Leton,New Mexico,India,2024-08-15,80
CUST0185,James Smith,troy57@example.net,Port Stacy,Alabama,India,2024-04-28,67
CUST0186,Adrienne Moore,bowmanmary@example.org,Boydshire,Rhode Island,India,2025-02-01,3
CUST0187,Teresa Roberson,balldeborah@example.net,South Joseph,Florida,India,2024-01-01,32
CUST0188,Brittany Perez,klowe@example.com,North Cassie,Utah,India,2024-11-08,95
CUST0189,Justin Johnson,mitchellorozco@example.net,Port Kevin,Oregon,India,2024-12-24,73
CUST0190,Aaron Yang,travismoore@example.com,East Kyle,Vermont,India,2024-11-03,79
CUST0191,Kayla Mcclure,priscilla85@example.com,South Glennville,Florida,India,2024-10-06,4
CUST0192,Ashley Roberts,rvazquez@example.net,North Patricia,Georgia,India,2025-09-08,9
CUST0193,Elizabeth Gray,dianamartin@example.com,New Cliffordland,Iowa,India,2024-12-29,81
CUST0194,Ray Mcintosh,laurenwalters@example.com,North Sarah,Texas,India,2023-11-21,95
CUST0195,Keith Wilkinson,qcisneros@example.net,Lisaside,Iowa,India,2023-12-16,1
CUST0196,Sheila Young,nancy53@example.net,New Travisfurt,Kansas,India,2024-08-25,37
CUST0197,Kristin Taylor,david91@example.com,Joshuamouth,Indiana,India,2024-03-05,57
CUST0198,Stacey Nelson,tonyarodriguez@example.net,Hayesfort,New York,India,2024-06-02,86
CUST0199,Daniel Sosa,john45@example.org,Port Jonathan,New Hampshire,India,2025-05-21,3
