customer_id,customer_name,email,phone,gender,age,city,state,country,signup_date,loyalty_score,total_orders,churn_flag
CUST10071,Aaron Rush,kimberly07@mitchell-smith.com,+1-600-847-5995x624,,18,New Sarah,Iowa,India,2023-07-13,42,7,0
CUST10072,Daniel Anthony,whiteeugene@jackson-baker.com,+1-547-826-8137,F,51,South Mitchell,New Jersey,India,2024-05-16,42,10,0
CUST10073,Patricia Freeman,anthonywright@hotmail.com,208.466.5020,,33,Jasonborough,Arizona,India,2023-06-17,33,6,0
CUST10074,David Ramos,hchristian@hotmail.com,001-200-808-5563x2892,M,27,Christopherfort,Utah,India,2023-03-13,18,3,0
CUST10075,Dana Holmes,charlottegrant@johnson-bell.com,+1-254-268-1343x52215,,25,Port Ericmouth,Alabama,India,2022-10-14,100,7,0
CUST10076,Hannah Powell,shannon04@yahoo.com,120.502.3878,,48,Kevinland,New York,India,2023-03-21,72,8,0
CUST10077,Bridget Prince,jordanrichards@yahoo.com,6475119721,,30,Port Michelefort,Delaware,India,2023-03-05,1,4,0
CUST10078,Robert Taylor,jessica20@tucker.com,(196)602-2771,F,59,Lake Aaronhaven,Washington,India,2025-08-30,39,2,1
CUST10079,Jennifer Cowan,adamklein@yahoo.com,981.162.6464,F,46,Nguyenshire,South Carolina,India,2025-06-10,20,10,0
CUST10080,Trevor Collins,brendaperry@hotmail.com,603.204.0985x3459,M,20,West Nicoleville,Mississippi,India,2025-07-31,3,5,0
CUST10081,Linda Hughes,fkaufman@parks-oconnor.com,032-439-7753,F,32,Evansshire,Maryland,India,2024-09-13,42,5,0
CUST10082,Jasmine White,wblanchard@miles.org,851-710-6276x55598,M,23,Coreyview,New York,India,2025-01-22,70,5,0
CUST10083,Melinda Thornton,joanhernandez@walton-taylor.com,001-077-740-8068x87681,F,68,East Adrian,South Dakota,India,2022-02-20,55,3,0
CUST10084,Dale Davis,alexa91@gmail.com,001-403-864-4630x412,M,66,Emilystad,New Jersey,India,2025-11-03,62,5,0
CUST10085,Connie Huff,perezlisa@sutton.com,001-012-878-8917x2169,,35,South Elizabeth,Alabama,India,2024-01-28,79,4,0
CUST10086,Danielle Holt,kimberlygordon@gmail.com,001-045-841-7208x54951,,64,Port Richardstad,West Virginia,India,2025-06-25,46,3,1
CUST10087,Nancy Munoz,fwhite@singh.com,(835)309-7624x4114,F,51,Port Daniel,Maryland,India,2024-10-08,78,6,0
CUST10088,Elizabeth Olson,karenmiller@torres.com,+1-371-727-8868x95846,,25,Kristyburgh,Tennessee,India,2025-04-15,44,5,0
CUST10089,Kyle Davies,graysara@johnson-jackson.com,(574)164-3006x286,F,62,West Anita,Maine,India,2021-12-03,52,8,0
CUST10090,Dr. Steven Short MD,bradleylogan@gmail.com,+1-396-494-0494x83519,M,57,New Matthewhaven,North Dakota,India,2022-05-13,34,4,0
CUST10091,Amanda Castillo,williamscharles@yahoo.com,(100)253-5267,,44,Davidville,Alabama,India,2022-06-14,38,4,0
CUST10092,Christopher Jefferson,sheila70@gmail.com,+1-772-777-1389x09201,M,40,Stacymouth,Maine,India,2024-11-15,55,0,0
CUST10093,April Newman,ubooth@hotmail.com,2413033468,M,19,New Todd,Nevada,India,2025-02-12,46,2,0
CUST10094,Julie Aguilar,zpham@vega.com,+1-419-199-8269x0738,,49,Youngport,Oklahoma,India,2025-02-06,43,3,0
CUST10095,Dennis Harper,lmoreno@farmer.net,2334483513,F,62,Port Gary,Maine,India,2023-04-23,35,7,0
CUST10096,Teresa Price,danny33@hotmail.com,(383)772-3211x0652,,46,Port Anthonybury,Arkansas,India,2021-11-23,36,6,0
CUST10097,Kristin Lawrence,cbaker@hotmail.com,(302)531-4870,M,35,West Ruthstad,Delaware,India,2023-09-06,62,6,0
CUST10098,Melanie Estrada,jared52@gmail.com,+1-772-898-8381x91249,F,28,Port Leslie,Hawaii,India,2024-03-07,38,2,0
CUST10099,Catherine Singh,jose49@gmail.com,(765)706-6686,F,51,Port Josephside,Florida,India,2023-12-21,78,6,0
CUST10100,Darren Blair,nunezphilip@king.info,(927)766-2914,M,69,Travisbury,Mississippi,India,2024-10-26,61,4,0
CUST10101,Lori Johnson,gonzalezashley@gmail.com,588.506.6862x85762,,46,New Jenniferview,Alaska,India,2024-09-21,64,8,0
CUST10102,Tyrone Williams,alexandriajohnson@callahan-savage.com,019.345.6584x768,F,52,New Christophershire,Wyoming,India,2022-04-19,51,10,0
CUST10103,Molly Hernandez,robynwalker@hill.com,+1-764-194-8994x092,F,61,Christophershire,Indiana,India,2025-03-14,44,5,0
CUST10104,Sandra Garcia,sarah75@hotmail.com,+1-993-441-0573x83545,F,34,New Jason,Nevada,India,2024-12-01,14,4,0
CUST10105,Elizabeth Smith,meghan74@stone-best.com,+1-394-759-5744x806,M,19,Lake Steventon,New Jersey,India,2025-05-06,65,3,0
CUST10106,Joseph Keller,parrishsarah@brown.org,001-720-726-0907x92638,M,35,West Sonyabury,South Dakota,India,2023-09-07,26,9,0
CUST10107,Stephanie Perez,kaylaflowers@boone.org,715-547-6034x3076,M,63,Myersfort,Georgia,India,2022-08-15,90,5,0
CUST10108,Timothy Ingram,ushaw@walker.com,684-739-4366,F,50,New Karen,Maryland,India,2022-06-30,28,2,0
CUST10109,Jason Jones,palmerelizabeth@moore.info,(779)345-1975x962,M,39,Pittmanberg,Michigan,India,2024-08-26,50,5,0
CUST10110,Jacob Cunningham,leetodd@solis.com,212-589-8483x431,,61,Snyderborough,South Dakota,India,2022-07-01,56,3,0
CUST10111,Nicole Copeland,christianwilliams@fox-keller.com,633-124-6255x868,F,49,Matthewchester,Alabama,India,2023-07-11,30,10,0
CUST10112,Sarah Rodriguez,ericscott@todd.com,001-172-389-5598x974,M,20,West Kimberlyville,New York,India,2023-05-27,92,8,0
CUST10113,Sarah Powers,gadams@peterson-berg.biz,890.981.8827,,49,Stevenshire,Indiana,India,2022-03-01,38,7,0
CUST10114,Michael Decker,moralescatherine@hotmail.com,+1-738-021-8967x200,F,52,Carlosborough,Nebraska,India,2024-06-27,39,6,0
CUST10115,Joseph Parker,vasquezrandy@yahoo.com,001-758-491-8369x9933,M,45,Dennisburgh,Pennsylvania,India,2023-03-09,14,5,0
CUST10116,Barbara Baker,ebriggs@williams.com,001-203-615-9856,F,51,Port Christinashire,Georgia,India,2025-03-30,76,7,0
CUST10117,Karen Mcneil,charles31@hotmail.com,(340)996-4409,F,32,West Jessica,Alaska,India,2023-08-18,49,6,1
CUST10118,Taylor Lee,susan87@nelson-norton.com,680-735-6513x299,,54,Timothyshire,South Carolina,India,2022-04-09,49,6,0
CUST10119,Christopher Maddox,toddrich@chang.com,+1-840-739-4120,F,42,Mcphersonstad,Iowa,India,2021-11-30,79,5,0
CUST10120,James Wood,andrewgallegos@jones-lee.com,265-896-6308,F,62,Annaside,Maine,India,2025-07-27,30,5,0
CUST10121,Timothy Hickman,tiffanygiles@jones.net,+1-502-732-5755x488,F,22,Melissashire,Michigan,India,2022-06-27,30,4,0
CUST10122,Heidi Gregory,dsims@newton.com,5894178777,,60,Stephentown,Louisiana,India,2025-05-09,71,6,0
CUST10123,Michael Ferguson,sherrijones@lee.biz,281-793-2970x49696,M,67,Port Benjaminborough,Minnesota,India,2025-07-03,80,3,0
CUST10124,Caroline Tran,grossmary@lopez.biz,863.477.3668x894,F,18,Craigton,Tennessee,India,2025-06-12,46,3,0
CUST10125,Tony Terry,kristendawson@nelson.org,001-408-588-4881x9058,F,59,Mcguireton,Wyoming,India,2024-04-08,24,3,0
CUST10126,Jose Palmer DDS,iprice@humphrey-charles.net,397-908-1810,M,42,Rhondaview,New York,India,2024-10-22,72,5,0
CUST10127,Ronald Lane,cthomas@hotmail.com,+1-330-138-3648x132,F,62,East Williamview,Mississippi,India,2024-07-09,58,4,0
CUST10128,Beth Young,earl63@hotmail.com,+1-171-454-3836x32533,M,25,Brentfort,Texas,India,2023-11-07,38,5,0
CUST10129,Tracey Turner,zmartinez@gmail.com,044-429-4381,M,35,New Ericshire,North Dakota,India,2025-06-22,35,5,0
CUST10130,Devon Perez,tammy55@gmail.com,596-331-9777x756,M,50,Robinsonfurt,California,India,2024-11-20,65,6,0
CUST10131,Mark Maxwell,dustin73@hotmail.com,564.138.2259,,50,South Brendanfurt,Oklahoma,India,2022-07-17,53,10,0
CUST10132,Sean Johnson,jasonbrandt@pierce.com,582.801.9376x75687,F,58,Timothyview,South Carolina,India,2025-08-06,69,6,0
CUST10133,Doris Bell,kmartinez@gmail.com,705.780.9410x2450,F,36,Port Deborah,South Dakota,India,2023-07-15,40,4,0
CUST10134,David Davis,larrykennedy@roberts.com,096-212-5242x930,M,43,Lake Melissamouth,Iowa,India,2022-11-08,20,9,1
CUST10135,Tanya Mueller,juarezrobert@yahoo.com,077.408.1050x32673,F,65,Michaelfurt,Vermont,India,2024-04-10,57,7,0
CUST10136,Jacqueline Hall,travisshah@hotmail.com,+1-963-797-6152x283,,40,Aaronmouth,Nebraska,India,2025-02-18,72,4,0
CUST10137,Erik Cohen,kimberlylee@anderson.com,935-352-4843x1079,M,30,Walterborough,Connecticut,India,2025-06-14,46,3,0
CUST10138,Ms. Kylie Smith,paulahorton@gray.com,409-125-9009x60621,F,69,Michaelport,Mississippi,India,2022-09-14,63,6,0
CUST10139,Jennifer Smith,droberts@hotmail.com,+1-539-917-6889,M,47,Terryfort,Alabama,India,2022-04-21,55,5,0
CUST10140,Jason Martinez,samantha50@yahoo.com,001-246-709-9337x22601,,59,Johnstad,New Mexico,India,2025-04-10,29,4,0
CUST10141,Jeffrey Macdonald,ymartinez@myers.com,+1-033-669-9148,M,39,Henryborough,Michigan,India,2022-05-17,46,7,0
CUST10142,David Arroyo,gary22@gmail.com,329.522.0853x533,M,33,Galvanmouth,Virginia,India,2022-05-07,9,7,0
CUST10143,Jennifer Barker,vestes@hotmail.com,661.599.4048,M,22,Boylefort,Arizona,India,2024-01-22,59,4,0
CUST10144,Bobby Martinez,astone@gmail.com,616-010-7016,M,65,Manningshire,Arkansas,India,2023-04-06,23,4,0
CUST10145,Jennifer Roach,qhernandez@hotmail.com,303.348.2463,M,42,Mendezchester,Pennsylvania,India,2024-07-20,31,8,0
CUST10146,John Hartman,martinezjulie@yahoo.com,(881)959-7900x038,F,36,New Bryanhaven,Minnesota,India,2023-06-15,8,7,1
CUST10147,Vanessa Berger,todd50@campbell.com,001-071-952-7503x796,,56,Hunterchester,Hawaii,India,2024-05-29,76,2,0
CUST10148,Kelsey Richardson,vwallace@parker-williams.info,001-450-612-3441,,22,Antonioport,Oregon,India,2022-04-16,54,5,0
CUST10149,Shannon Meyer,whitakerellen@yahoo.com,+1-275-748-0464x06355,F,19,Laurenshire,California,India,2022-04-21,34,6,0
CUST10150,Tracy Henderson,allison73@hotmail.com,(095)902-8492,M,53,Youngstad,Vermont,India,2025-09-29,52,5,0
CUST10151,Gary Shelton,gsanchez@bowman.com,206-583-9164x9760,F,33,Dorseystad,Georgia,India,2022-07-05,59,7,0
CUST10152,William Hicks,maysisaac@hotmail.com,666-756-3948x34973,M,61,Lake Jimmy,South Dakota,India,2023-07-31,69,5,0
CUST10153,Tiffany Edwards,timothywilkinson@thomas-petersen.biz,+1-237-784-2748x6799,M,69,South Fred,Connecticut,India,2021-12-24,21,3,0
CUST10154,Joshua Wilson,deanna92@thompson-gordon.com,001-991-869-0538x55999,,19,North Jennifertown,New Jersey,India,2024-11-03,11,6,0
CUST10155,Trevor Schroeder,sharon93@herring.com,772-015-5263,M,39,Powerstown,Oklahoma,India,2023-12-24,20,7,0
CUST10156,Lori Miller,sromero@smith.com,402-464-0727,,41,South Robertside,Massachusetts,India,2022-05-24,94,4,0
CUST10157,Jeffery Garcia,katiecastillo@duncan.com,903-835-7704x58772,M,44,Williamsview,Illinois,India,2025-05-05,56,8,1
CUST10158,Phillip Bush,cturner@gmail.com,001-912-699-3771x4544,,63,Tommyview,Georgia,India,2024-03-26,57,5,0
CUST10159,April Bennett,thomasjulie@gmail.com,166.458.9987,,62,South Wesley,Pennsylvania,India,2022-10-15,47,6,0
CUST10160,Samantha Bennett,shaunmendez@hotmail.com,+1-669-573-6192x35375,,23,Port Craighaven,South Carolina,India,2025-10-31,8,4,0
CUST10161,Kenneth Blackwell,nleblanc@taylor-thornton.com,+1-549-077-8247x92421,,67,Garzafort,Iowa,India,2025-02-02,81,4,0
CUST10162,Cheyenne Harris,edwardsheppard@yahoo.com,(679)776-3663x7942,M,26,West Douglasbury,Tennessee,India,2025-11-01,32,5,0
CUST10163,Patricia Anderson,awilliams@yahoo.com,+1-852-492-8341x0715,M,69,North Adamville,Connecticut,India,2022-04-26,71,7,0
CUST10164,Alison Cooper,ddiaz@hotmail.com,342-207-4216x71588,F,44,Franciston,Connecticut,India,2021-12-27,80,2,1
CUST10165,Dennis Lewis,ellenbrown@hotmail.com,059-953-3917,M,19,New Loganville,Hawaii,India,2025-06-30,42,5,1
CUST10166,Paul Chang,melissa30@fletcher.com,3089866989,M,22,Lake Jessicashire,Montana,India,2024-08-15,25,5,0
CUST10167,Mary Bryant,wellis@foster.org,0559569797,F,69,Grayport,Michigan,India,2024-10-03,49,7,0
CUST10168,Jimmy Mckinney,charlescollins@stout-ballard.com,166-130-6934x7110,,34,New Melvinfort,Ohio,India,2024-04-20,61,4,0
CUST10169,Jeffrey Snyder,jamie17@gmail.com,633.161.4693,,57,East Jenniferfort,South Dakota,India,2024-11-26,54,6,0
CUST10170,Tyler Perez,jonesrobert@hotmail.com,001-247-940-7924x782,M,41,Lake Jonathanbury,Pennsylvania,India,2022-06-30,49,1,0
CUST10171,David Brown,waterschristopher@hotmail.com,001-111-033-9864,M,40,East Gwendolynshire,Arizona,India,2022-05-16,56,2,0
CUST10172,Samuel Murray,alecchase@yahoo.com,001-146-278-6835,M,41,West Ericchester,Kentucky,India,2025-10-23,50,10,0
CUST10173,Ryan Kennedy,zcook@hotmail.com,6612736136,F,27,Tanyaport,Utah,India,2023-11-30,36,1,0
CUST10174,Mark Hanson,taguilar@lee.org,6386881419,F,45,Ellisburgh,Arizona,India,2025-01-24,54,3,0
CUST10175,Christopher Long,lynnlee@weber.com,131.157.3870,F,53,Boydview,North Carolina,India,2023-11-25,56,5,0
CUST10176,Jesse Brown,morganchristine@mercer.com,+1-021-829-9793x2750,F,38,East Holly,Missouri,India,2023-06-09,48,5,0
CUST10177,Kelly Porter,jonathan20@hotmail.com,(744)407-3599,M,27,Barneschester,Idaho,India,2025-09-24,23,5,0
CUST10178,Thomas Hurley,jacksoncheryl@hotmail.com,(039)056-4805,F,42,Bondfort,Mississippi,India,2024-04-05,37,3,0
CUST10179,Linda Silva,rachael59@sawyer.com,(675)859-6048x648,,38,Christinafurt,Florida,India,2024-07-05,30,10,0
CUST10180,Eddie Winters,rdawson@gmail.com,153.374.7831x04405,M,61,Port Joshua,Maine,India,2024-07-10,46,5,0
CUST10181,John Wilson,richardjohnson@hotmail.com,001-602-299-3394,M,69,New Stacy,New Jersey,India,2023-12-19,40,8,0
CUST10182,Joshua Miranda,james02@yahoo.com,(160)735-1312,M,36,South Holly,Hawaii,India,2025-06-15,75,6,0
CUST10183,Michael Whitney,mweeks@yahoo.com,241-263-6484x78513,F,52,Floresfort,Illinois,India,2022-07-01,55,6,0
CUST10184,Brent Shelton,debranelson@yahoo.com,7627732982,F,58,Brendafurt,New Mexico,India,2021-12-02,67,4,0
CUST10185,Darlene Rogers,davisamy@gmail.com,001-336-256-6406,F,51,South Christinemouth,Alaska,India,2024-03-29,1,7,0
CUST10186,Mario Allen,josephjones@hall.com,(654)188-3978x418,,21,North Corey,Rhode Island,India,2022-02-19,64,4,0
CUST10187,Kristen Franklin,swilson@yahoo.com,906.520.7588x514,,55,Traviston,Kansas,India,2024-01-13,58,3,0
CUST10188,Richard Anderson,bjohnson@gmail.com,(295)691-8649x81998,F,24,Smithfort,Tennessee,India,2025-08-08,100,5,1
CUST10189,Susan Mcintosh,michellecook@fletcher.com,001-467-063-3610x3222,F,35,North Jennifer,Utah,India,2024-01-01,42,2,0
CUST10190,Larry Chen,linda62@hotmail.com,001-409-756-6717x3580,F,63,Lake Lauraborough,Maine,India,2023-03-08,61,6,0
CUST10191,Tracy Gregory,ngutierrez@hotmail.com,(229)413-0877,M,66,Gregoryborough,Alabama,India,2022-12-05,29,3,1
CUST10192,Gary Jordan,lspencer@yahoo.com,+1-999-385-4198x892,,64,Wardstad,Maine,India,2023-08-13,24,6,0
CUST10193,William Roberts,wochoa@williams.com,(729)402-2001x3541,,33,Martinville,Tennessee,India,2023-04-24,96,6,0
CUST10194,Lindsay Garner,katherinewalker@yahoo.com,(849)281-2414x160,,23,West Kaitlyn,New York,India,2025-07-17,2,7,0
CUST10195,Dustin Martinez,wjones@yahoo.com,595-726-8375,M,22,Davidland,Ohio,India,2024-01-07,54,6,0
CUST10196,Adam Donovan,anthony36@yahoo.com,001-430-119-7452x8463,,58,West Vanessa,Alabama,India,2024-01-15,58,4,0
CUST10197,Brett Jacobs,pwilliams@hotmail.com,+1-751-519-5872x81619,F,61,Port Donaldmouth,Kansas,India,2025-08-26,22,1,1
CUST10198,Steven Small,nicolekhan@hotmail.com,001-159-113-3175x6234,M,24,North Ashley,Alaska,India,2024-05-22,58,5,0
CUST10199,Bradley Mills,janet46@hampton.org,534-863-6217,,62,South Maryfurt,Kentucky,India,2024-05-29,44,4,0
CUST10200,Janice White,hernandezantonio@krueger-johnson.com,001-976-212-8562,F,67,East Charles,Missouri,India,2023-05-15,5,5,0
CUST10201,Victor Conrad,khuynh@nguyen.com,(460)124-8381x31242,M,59,Frenchside,California,India,2023-09-09,24,7,0
CUST10202,Rachel Le,jwong@gmail.com,(706)197-8601x67027,,66,Bradleybury,Kansas,India,2024-07-18,61,3,0
CUST10203,Mary Ortiz,ffigueroa@randall.com,+1-900-626-0584x868,F,21,North John,Indiana,India,2022-09-05,49,5,0
CUST10204,Brenda Clark,christopherspence@boyd-parsons.net,202.719.0323x29517,M,45,Patricialand,Oregon,India,2023-12-04,42,5,0
