product_id,product_name,subcategory,brand,unit_price,description,category
P042,Pigeon Mixer Grinder,kitchen,Pigeon,2499,3-jar mixer for home use,kitchen
P043,Prestige Pressure Cooker,kitchen,Prestige,1999,Durable steel pressure cooker,kitchen
P044,Borosil Glass Set,kitchen,Borosil,699,Set of 6 premium glass tumblers,kitchen
P045,Milton Water Bottle,kitchen,Milton,499,Insulated stainless steel bottle,kitchen
P046,Sleepwell Mattress,furniture,Sleepwell,8999,Comfortable double bed mattress,furniture
P047,Nilkamal Plastic Chair,furniture,Nilkamal,999,Durable lightweight chair,furniture
P048,HomeTown Coffee Table,furniture,HomeTown,3999,Modern living room coffee table,furniture
P049,Philips LED Bulb (12W),lighting,Philips,299,Energy efficient bright bulb,lighting
P050,Havells Ceiling Fan,appliance,Havells,2299,High-speed 3-blade ceiling fan,appliance
P051,LG Refrigerator 260L,appliance,LG,24999,Energy efficient double-door fridge,appliance
P052,Whirlpool Washing Machine 7kg,appliance,Whirlpool,19999,Automatic front load washer,appliance
P053,Voltas 1.5 Ton AC,appliance,Voltas,35999,Split air conditioner with inverter,appliance
P054,IFB Microwave Oven,appliance,IFB,10999,Convection microwave for cooking,appliance
P055,Prestige Gas Stove 2-Burner,appliance,Prestige,3499,Stainless steel gas stove,appliance
P056,Tata Tea Gold 1kg,beverages,Tata,599,Rich blend of Assam tea,beverages
P057,Nescafe Classic 200g,beverages,Nescafe,499,Instant coffee powder,beverages
P058,Maggie Noodles Pack of 12,snacks,Nestle,199,Instant noodles family pack,snacks
P059,Britannia Good Day 1kg,snacks,Britannia,249,Butter cookies for all ages,snacks
P060,Aashirvaad Atta 10kg,staples,Aashirvaad,499,Whole wheat flour,staples
P061,Fortune Sunflower Oil 5L,staples,Fortune,699,Refined sunflower cooking oil,staples
P062,Amul Butter 500g,dairy,Amul,289,Fresh salted butter,dairy
P063,Parle-G Biscuits 1kg,snacks,Parle,129,Classic glucose biscuits,snacks
P064,Lays Classic Salted 150g,snacks,Lays,59,Crispy salted potato chips,snacks
P065,Surf Excel 2kg,cleaning,HUL,499,Advanced laundry detergent,cleaning
P066,Comfort Fabric Conditioner,cleaning,HUL,299,Fabric softener with fragrance,cleaning
P067,Dettol Antiseptic Liquid 500ml,cleaning,Dettol,199,Antibacterial antiseptic solution,cleaning
P068,Colgate Total Toothpaste,personal_care,Colgate,149,Complete oral protection toothpaste,personal_care
P069,Oral-B Electric Toothbrush,personal_care,Oral-B,799,Rechargeable toothbrush,personal_care
P070,Himalaya Neem Face Wash,skincare,Himalaya,249,Face wash for acne-prone skin,skincare
P071,Sugar Matte Lipstick,makeup,Sugar,599,Long-lasting matte finish lipstick,makeup
P072,Plum BodyLovin’ Vanilla Vibes Lotion,body_lotion,Plum,575,Sweet vanilla-scented moisturizer,body_lotion
P073,Nykaa Nail Enamel,makeup,Nykaa,199,Glossy quick-dry nail polish,makeup
P074,Titan Analog Watch,watch,Titan,2999,Classic analog wristwatch,watch
P075,Fastrack Sunglasses,eyewear,Fastrack,1599,UV-protected stylish sunglasses,eyewear
P076,Ray-Ban Aviator,eyewear,Ray-Ban,6999,Iconic metal-frame sunglasses,eyewear
P077,American Tourister Backpack,bags,American Tourister,2499,Durable travel backpack,bags
P078,Skybags Laptop Bag,bags,Skybags,2199,Spacious waterproof laptop bag,bags
P079,Boat Stone 350 Speaker,speaker,boAt,1999,Portable Bluetooth speaker,speaker
P080,JBL Flip 5 Speaker,speaker,JBL,7999,Waterproof party speaker,speaker
P081,Amazon Echo Dot 5th Gen,smart_device,Amazon,5499,Smart assistant with Alexa,smart_device
P082,Google Nest Mini,smart_device,Google,4499,Voice-controlled smart speaker,smart_device
P083,MI Smart LED Bulb,smart_device,Xiaomi,999,Color-changing Wi-Fi bulb,smart_device
P084,Apple AirPods Pro 2,headphones,Apple,24999,Noise-cancelling wireless earbuds,headphones
P085,Samsung Galaxy Buds 2,headphones,Samsung,8999,Comfortable wireless earbuds,headphones
P086,Asus TUF Gaming Laptop,laptop,ASUS,89999,Powerful gaming laptop with RTX GPU,laptop
P087,Acer Aspire 5,laptop,Acer,49999,Slim laptop for students and work,laptop
P088,"Realme Smart TV 43""",television,Realme,25999,Smart TV with voice control,television
P089,LG Soundbar SN4,speaker,LG,9999,Home theatre soundbar system,speaker
P090,Samsung Galaxy Watch 6,smartwatch,Samsung,25999,Advanced fitness smartwatch,smartwatch
P091,OnePlus Watch 2,smartwatch,OnePlus,17999,Premium design AMOLED display,smartwatch
P092,Decathlon Yoga Mat,fitness,Decathlon,999,Non-slip yoga mat,fitness
P093,SG Cricket Bat,cricket,SG,1999,English willow cricket bat,cricket
P094,Nivia Football,football,Nivia,899,Durable synthetic football,football
P095,Adidas Gym Gloves,fitness,Adidas,699,Padded gym workout gloves,fitness
P096,Puma Sports Bottle,fitness,Puma,499,Leak-proof BPA-free bottle,fitness
P097,Yonex Badminton Racquet,badminton,Yonex,2999,Lightweight graphite racquet,badminton
P098,Head Tennis Racket,tennis,Head,5999,Professional tennis racket,tennis
P099,Butterfly Table Tennis Bat,table_tennis,Butterfly,1499,Table tennis bat for practice,table_tennis
P100,Harper Lee – To Kill a Mockingbird,book,Harper Lee,299,Classic novel on justice and morality,book
P101,George Orwell – 1984,book,George Orwell,349,Dystopian novel on surveillance,book
P102,Atomic Habits by James Clear,book,James Clear,499,Self-help book on habit building,book
P103,Ikigai by Hector Garcia,book,Hector Garcia,399,Japanese philosophy on purposeful living,book
P104,Sapiens by Yuval Harari,book,Yuval Harari,599,History of humankind,book
P105,Rich Dad Poor Dad,book,Robert Kiyosaki,399,Financial education classic,book
P106,The Intelligent Investor,book,Benjamin Graham,699,Investment strategy guide,book
P107,Think Like a Monk,book,Jay Shetty,499,Guide to peaceful and purposeful life,book
P108,The Alchemist,book,Paulo Coelho,349,Spiritual journey story,book
P109,Python Crash Course,book,Eric Matthes,699,Beginner-friendly Python guide,book
P110,Data Science from Scratch,book,Joel Grus,799,Hands-on data science concepts,book
P111,ASICS Running Shoes,footwear,ASICS,4999,Comfortable performance shoes,footwear
P112,Campus Men’s Sandals,footwear,Campus,999,Lightweight summer sandals,footwear
P113,Casio G-Shock Watch,watch,Casio,6999,Shock-resistant digital watch,watch
P114,Mi Band 8,smartwatch,Xiaomi,3999,Fitness tracker with heart rate monitor,smartwatch
P115,Boat Rockerz 450,headphones,boAt,1999,Wireless Bluetooth on-ear headphones,headphones
P116,Lavie Women’s Handbag,bags,Lavie,2499,Stylish PU leather handbag,bags
P117,Wildcraft Backpack,bags,Wildcraft,2299,Weather-resistant travel backpack,bags
P118,HP Wireless Mouse,accessory,HP,799,Compact and reliable wireless mouse,accessory
P119,Logitech Keyboard K120,accessory,Logitech,999,Ergonomic full-size keyboard,accessory
P120,Seagate 1TB Hard Drive,storage,Seagate,4499,Portable external hard drive,storage
